Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME,SHROUT
2010-11-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-05,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-08,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-09,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-12,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-15,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-16,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-19,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-22,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-23,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-25,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-26,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-29,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-11-30,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-01,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-06,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-07,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-08,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-09,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-13,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-14,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-15,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-16,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-20,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-21,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-22,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-23,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-27,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-28,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-29,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-30,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2010-12-31,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-05,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-06,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-07,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-12,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-13,0.3774,0.3774,0.3774,0.3774,0.0,0.0,
2011-01-14,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-19,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-20,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-21,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-25,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-26,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-27,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-28,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-01-31,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-01,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-07,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-08,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-09,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-14,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-15,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-16,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-21,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-22,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-23,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-25,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-02-28,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-01,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-07,0.3774,0.3774,0.3774,0.3774,0.0,0.0,13412990.0
2011-03-08,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-09,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-14,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-15,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-16,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-19,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-21,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-22,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-23,0.3774,0.3774,0.3774,0.3774,0.0,0.0,20048935.0
2011-03-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-03-25,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-03-28,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-03-29,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-03-30,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-03-31,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-04-01,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-04-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-04-05,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-04-06,0.3774,0.3774,0.3774,0.3774,0.0,0.0,24352489.0
2011-04-07,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-08,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-12,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-13,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-14,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-15,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-19,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-20,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-21,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-26,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-27,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-28,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-04-29,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-04,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-05,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-06,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-09,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-10,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-11,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-12,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-13,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-16,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-17,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-18,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-19,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-20,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-23,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-24,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-25,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-26,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-27,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-30,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-05-31,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-06-01,0.35853,0.35853,0.3774,0.3774,1.0,10500.0,30545547.0
2011-06-02,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-06-03,0.3774,0.3774,0.3774,0.3774,0.0,0.0,30545547.0
2011-06-06,0.369852,0.369852,0.3774,0.3774,1.0,3000.0,30545547.0
2011-06-07,0.347208,0.347208,0.3774,0.3774,1.0,7500.0,30545547.0
2011-06-08,0.35853,0.35853,0.35853,0.35853,0.0,1.0,30545547.0
2011-06-09,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-10,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-13,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-14,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-15,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-16,0.366078,0.366078,0.35853,0.35853,1.0,90.0,30545547.0
2011-06-17,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-20,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-21,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-22,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-23,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-24,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-27,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-28,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-29,0.35853,0.35853,0.35853,0.35853,0.0,0.0,30545547.0
2011-06-30,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-01,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-04,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-05,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-06,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-07,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-08,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-11,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-12,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-13,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-14,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-15,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-18,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-19,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-20,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-21,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-22,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-23,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-25,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-26,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-27,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
2011-07-28,0.35853,0.35853,0.35853,0.35853,0.0,0.0,33062442.0
