datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt
2008-03-31,0.0,2834809.4022000004,0.0,0.0,1017778.2936,0.0,306104.1196,4972898.3114,174431.0324,0.0,0.0,755158.3688,0.0,0.0,0.0,0.0,0.0,372939.2564,0.0,52002.4974,0.0,0.0,3922655.652,3922655.652,4110270.132,5750318.2478,573338.7554,8225210.4524,86343.008,5091675.4248,2662622.6828,0.0,0.0,14366351.853,0.0,9118275.5508,1639.105,0.0,-399472.5838,187614.48,14521915.526,5695950.3958,8891231.7696,4972439.362000001,8175033.6658,0.0,6346881.8602,0.0,0.0,0.0,187614.48,564593.4998
2009-03-31,0.0,2939265.84,0.0,0.0,998589.4784,0.0,1305346.7728,8253518.5136,1591287.3216,0.0,0.0,1182526.5776,0.0,0.0,0.0,0.0,0.0,668558.1968,0.0,91015.6704,0.0,0.0,7638188.9168,7638188.9168,7862335.424,7549749.1616,911629.6528,10806061.9952,141535.72,6215746.2048,2618637.696,0.0,0.0,22288535.5872,0.0,11539695.2096,-23874.336,0.0,-835161.9696,224153.488,18790414.8224,3162393.1504,11809558.976,1740634.5568,14920426.8416,15204.1824,3869987.9808,0.0,0.0,0.0,224153.488,566059.1104
2010-03-31,0.0,2939265.84,0.0,0.0,998589.4784,0.0,1305346.7728,8253518.5136,1591287.3216,0.0,0.0,1182526.5776,0.0,0.0,0.0,0.0,0.0,668558.1968,0.0,91015.6704,0.0,0.0,7638188.9168,7638188.9168,7862335.424,7549749.1616,911629.6528,10806061.9952,141535.72,6215746.2048,2618637.696,0.0,0.0,22288535.5872,0.0,11539695.2096,-23874.336,0.0,-835161.9696,224153.488,18790414.8224,3162393.1504,11809558.976,1740634.5568,14920426.8416,15204.1824,3869987.9808,0.0,0.0,0.0,224153.488,566059.1104
2010-09-14,0.0,31460733.6401,0.0,0.0,1532883.1708,0.0,29536363.3681,6891716.9036,2433660.5027,0.0,0.0,1077406.2791,0.0,0.0,1367.0,0.0,0.0,16190.1086,178809.1449,91015.6704,0.0,0.0,78087719.4721,78087719.4721,78242348.8413,7549749.1616,57320480.1086,10806061.9952,141535.72,6215746.2048,2618637.696,0.0,0.0,22943814.3785,0.0,8003492.5833,-23874.336,0.0,-1045039.2353,154635.9559,60998164.0536,58924190.0645,60998164.0536,1740634.5568,2073973.9891,15204.1824,58924190.0645,0.0,0.0,0.0,154635.9559,566059.1104
2011-07-12,0.0,7377059.0601,0.0,0.0,321800.7852,42592.3812,7630486.2234,35797230.8793,15963478.5069,0.0,0.0,472520.925,0.0,10690000.56,1367.0,116461.593,8483544.0,1752.8499,178809.1449,249453.621,0.0,93.5685,9823788.0045,9823788.0045,10159137.5085,32986.0152,126286.2855,59546.99340000001,100698.4197,640307.9592,466651.0611,0.0,0.0,30790243.2105,0.0,3077492.9166,-23874.336,0.0,-26199.18,335349.504,15915452.9148,3912498.2106,15099916.1067,156752.18910000002,11854436.5431,15204.1824,4061016.3717,0.0,0.0,0.0,335349.504,47819.7414
2012-08-15,3329802.1561,16022845.5016,0.0,0.0,841174.7792,632105.32,7301672.1617,12035085.4176,19630074.4353,1841375.2644,0.0,838145.4207,12044310.96,12900064.1,1367.0,63897915.305,8483544.0,359475.5472,768869.9256,86347166.9753,0.0,6905644.4373,10006283.4305,10006283.4305,11088938.6818,186583.4992,6535188.2463,12870832.3359,2580713.6292,2972331.607,2507702.9663,0.0,0.0,45094168.6692,0.0,8951648.1838,-23874.336,0.0,-12261.0943,1082649.0052,127706286.5204,96776523.7432,25766136.8916,85539733.6283,19521673.3698,15204.1824,108184606.9045,0.0,0.0,0.0,1082649.0052,632105.32
2013-07-29,3983650.146,19161249.578,0.0,0.0,2131611.6195,507945.7205,14427334.664,27948658.5725,20724511.69,2724479.1965,0.0,4371354.0435,27842962.0,28951464.0,1367.0,67291417.2935,8483544.0,1208687.5405,5358714.53,88130769.85800001,-1631.468,6905644.4373,15405754.969,15405754.969,19534237.371,495992.586,11944746.9125,5873613.725000001,3105723.007,4083544.6685,2544103.305,0.0,0.0,98888038.314,0.0,37365735.273,-23874.336,0.0,1300628.6565,4128482.402,133524044.7475,106313296.52,36760579.058,88521822.21200001,22039547.2615,15204.1824,111484497.486,0.0,0.0,0.0,4128482.402,507945.7205
2014-07-01,3327054.3984,20930232.5528,0.0,0.0,2896354.4013,158714.9565,8203843.764,10325606.7599,21397110.7975,2070130.3708,0.0,3991514.6088,18193425.68,22072022.84,1367.0,61383238.9914,8483544.0,372063.3881,6525540.3794,77865017.5059,225081.7551,6905644.4373,11466169.8279,11466169.8279,12423591.0204,809053.1668,2829285.4038,7048690.5633,3148167.7282,5735560.6152,3481178.0544,0.0,0.0,93293695.7265,0.0,35688574.8987,6301.785,0.0,-1659356.0177,957421.1925,120738833.6463,22281185.2143,32595442.7595,138422326.5501,29868528.3526,15204.1824,90870305.2937,0.0,0.0,0.0,957421.1925,64163964.6405
2015-07-02,3327054.3984,20930232.5528,0.0,0.0,2896354.4013,158714.9565,8203843.764,10325606.7599,21397110.7975,2070130.3708,0.0,3991514.6088,14099082.34,18646698.0,1367.0,61383238.9914,8483544.0,372063.3881,6525540.3794,77865017.5059,225081.7551,6905644.4373,11466169.8279,11466169.8279,12423591.0204,809053.1668,2829285.4038,7048690.5633,3148167.7282,5735560.6152,3481178.0544,0.0,0.0,93293695.7265,0.0,35688574.8987,6301.785,0.0,-1659356.0177,957421.1925,120738833.6463,22281185.2143,32595442.7595,138422326.5501,29868528.3526,15204.1824,90870305.2937,0.0,0.0,0.0,957421.1925,64163964.6405
2015-07-07,3589134.3685,16198199.2945,0.0,0.0,3028959.616,158714.9565,10429631.1275,20051387.602,25618557.4385,2269303.391,0.0,4797321.8665,14099082.34,18646698.0,1367.0,69027176.997,8483544.0,15490.1025,6889417.135,84637980.8055,283458.7515,6905644.4373,3785625.8125,3785625.8125,5815463.693,102693.6425,2778688.156,8637544.3845,3531939.1055,8567025.6085,4732000.2055,0.0,0.0,95059465.2865,0.0,41678823.951,28658.377,0.0,54650.7015,2029844.63,128005468.911,21832972.123,29677443.508,138120040.128,35963570.0845,15204.1824,92041898.8265,0.0,0.0,0.0,2029844.63,64150521.5075
