datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt
1998-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25402426.405868,37745190.2200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25402426.405868,37745190.2200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34076474.9262537,49459569.3215339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34076474.9262537,49459569.3215339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-27,29021512.605042,70267238.09523806,0.0,0.0,15566084.0336134,0.0,30252728.2913165,22249826.3305322,277199417.366947,0.0,0.0,19347675.070028,34076474.9262537,49459569.3215339,0.0,13191596.6386555,4924862.74509804,4221310.92436975,0.0,13191596.6386555,0.0,-14071036.4145658,9849725.49019608,9849725.49019608,14422812.32493,0.0,18820011.2044818,703551.820728291,0.0,200248436.97479,133498957.983193,0.0,0.0,349665254.901961,0.0,22073938.3753501,-1231215.68627451,0.0,0.0,0.0,312113176.470588,88471641.4565826,150120369.747899,191454039.2156859,124264840.336134,47137971.9887955,187848336.134454,0.0,0.0,0.0,0.0,89175193.2773109
2002-03-31,29021512.605042,70267238.09523806,0.0,0.0,15566084.0336134,0.0,30252728.2913165,22249826.3305322,277199417.366947,0.0,0.0,19347675.070028,34076474.9262537,49459569.3215339,0.0,13191596.6386555,4924862.74509804,4221310.92436975,0.0,13191596.6386555,0.0,-14071036.4145658,9849725.49019608,9849725.49019608,14422812.32493,0.0,18820011.2044818,703551.820728291,0.0,200248436.97479,133498957.983193,0.0,0.0,349665254.901961,0.0,22073938.3753501,-1231215.68627451,0.0,0.0,0.0,312113176.470588,88471641.4565826,150120369.747899,191454039.2156859,124264840.336134,47137971.9887955,187848336.134454,0.0,0.0,0.0,0.0,89175193.2773109
2002-09-27,21919879.9646955,53004003.53045012,0.0,0.0,15232458.9585172,0.0,35356642.5419241,26006637.2462489,222542510.150044,0.0,0.0,14427491.6151809,34076474.9262537,49459569.3215339,0.0,12631795.2338923,2662584.28949691,5634771.40335393,0.0,12631795.2338923,0.0,-14071036.4145658,-11269542.8067079,-11269542.8067079,-6625500.44130627,0.0,15356300.0882613,703551.820728291,0.0,133748420.123566,87493758.1641659,0.0,0.0,280871682.259488,0.0,17523519.858782,-22786767.8729038,0.0,0.0,0.0,230158739.629303,67183812.886143,122231195.05737,145017962.9302737,86379187.9964695,32384455.4280671,143779551.632833,0.0,0.0,0.0,0.0,67988780.2294793
2003-03-31,21919879.9646955,53004003.53045012,0.0,0.0,15232458.9585172,0.0,35356642.5419241,26006637.2462489,222542510.150044,0.0,0.0,14427491.6151809,34076474.9262537,49459569.3215339,0.0,12631795.2338923,2662584.28949691,5634771.40335393,0.0,12631795.2338923,0.0,-14071036.4145658,-11269542.8067079,-11269542.8067079,-6625500.44130627,0.0,15356300.0882613,703551.820728291,0.0,133748420.123566,87493758.1641659,0.0,0.0,280871682.259488,0.0,17523519.858782,-22786767.8729038,0.0,0.0,0.0,230158739.629303,67183812.886143,122231195.05737,145017962.9302737,86379187.9964695,32384455.4280671,143779551.632833,0.0,0.0,0.0,0.0,67988780.2294793
2004-03-31,21919879.9646955,53004003.53045012,0.0,0.0,15232458.9585172,0.0,35356642.5419241,26006637.2462489,222542510.150044,0.0,0.0,14427491.6151809,34076474.9262537,49459569.3215339,0.0,12631795.2338923,2662584.28949691,5634771.40335393,0.0,12631795.2338923,0.0,-14071036.4145658,-11269542.8067079,-11269542.8067079,-6625500.44130627,0.0,15356300.0882613,703551.820728291,0.0,133748420.123566,87493758.1641659,0.0,0.0,280871682.259488,0.0,17523519.858782,-22786767.8729038,0.0,0.0,0.0,230158739.629303,67183812.886143,122231195.05737,145017962.9302737,86379187.9964695,32384455.4280671,143779551.632833,0.0,0.0,0.0,0.0,67988780.2294793
2005-03-31,21919879.9646955,53004003.53045012,0.0,0.0,15232458.9585172,0.0,35356642.5419241,26006637.2462489,222542510.150044,0.0,0.0,14427491.6151809,34076474.9262537,49459569.3215339,0.0,12631795.2338923,2662584.28949691,5634771.40335393,0.0,12631795.2338923,0.0,-14071036.4145658,-11269542.8067079,-11269542.8067079,-6625500.44130627,0.0,15356300.0882613,703551.820728291,0.0,133748420.123566,87493758.1641659,0.0,0.0,280871682.259488,0.0,17523519.858782,-22786767.8729038,0.0,0.0,0.0,230158739.629303,67183812.886143,122231195.05737,145017962.9302737,86379187.9964695,32384455.4280671,143779551.632833,0.0,0.0,0.0,0.0,67988780.2294793
