Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME
1999-02-16,0.254,0.254,0.254,0.254,0,0
1999-04-23,0.252,0.252,0.252,0.252,0,1
1999-04-29,0.267,0.267,0.267,0.267,0,1
1999-05-04,0.256,0.256,0.256,0.256,0,1
1999-05-05,0.252,0.252,0.252,0.252,0,1
1999-05-11,0.251,0.251,0.251,0.251,0,1
1999-05-25,0.249,0.249,0.249,0.249,0,1
1999-06-02,0.248,0.248,0.248,0.248,0,1
1999-06-16,0.253,0.253,0.253,0.253,0,1
1999-06-17,0.269,0.269,0.269,0.269,0,1
1999-06-18,0.256,0.256,0.256,0.256,0,1
1999-06-21,0.256,0.256,0.256,0.256,0,0
1999-06-24,0.255,0.255,0.255,0.255,0,1
1999-06-28,0.254,0.254,0.254,0.254,0,1
1999-06-30,0.254,0.254,0.254,0.254,0,0
1999-07-05,0.259,0.259,0.259,0.259,0,1
1999-07-08,0.26,0.26,0.26,0.26,0,1
1999-07-22,0.256,0.256,0.256,0.256,0,1
1999-08-09,0.25,0.25,0.25,0.25,0,1
1999-08-11,0.248,0.248,0.248,0.248,0,1
1999-08-16,0.252,0.252,0.252,0.252,0,1
1999-08-18,0.253,0.253,0.253,0.253,0,1
1999-08-20,0.252,0.252,0.252,0.252,0,1
1999-09-28,0.247,0.247,0.247,0.247,0,1
1999-10-12,0.25,0.25,0.25,0.25,0,1
1999-10-21,0.258,0.258,0.258,0.258,0,1
1999-11-19,0.265,0.265,0.265,0.265,0,1
1999-11-23,0.264,0.264,0.264,0.264,0,1
2000-10-10,0.283,0.283,0.283,0.283,0,1
2000-10-13,0.275,0.275,0.275,0.275,0,1
