Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME
2007-10-12,3.38,0.035,0.0388,2.25,,95809
2007-10-15,0.0388,0.0388,0.0388,0.0388,,46818
2007-10-16,0.0388,0.0388,0.0388,0.0388,,23809
2007-10-17,,,0.0388,,,
2007-10-18,,,0.0388,,,
2007-10-19,,,0.0388,,,
2007-10-22,0.0388,0.0388,0.0388,0.0388,,11726
2007-10-23,0.04,0.0388,0.04,0.0388,,1450
2007-10-24,,,0.04,,,
2007-10-25,,,0.04,,,
2007-10-26,,,0.04,,,
2007-10-29,,,0.04,,,
2007-10-30,0.04,0.04,0.04,0.04,,5000
2007-10-31,,,0.04,,,
2007-11-01,,,0.04,,,
2007-11-02,,,0.04,,,
2007-11-05,,,0.04,,,
2007-11-06,,,0.04,,,
2007-11-07,,,0.04,,,
2007-11-08,0.04,0.04,0.04,0.04,,11725
2007-11-09,,,0.04,,,
2007-11-12,0.04,0.04,0.04,0.04,,5001
2007-11-13,0.04,0.04,0.04,0.04,,2500
2007-11-14,,,0.04,,,
2007-11-15,,,0.0425,,,
2007-11-16,0.0425,0.0425,0.0425,0.0425,,5000
2007-11-19,,,0.0425,,,
2007-11-20,,,0.0425,,,
2007-11-21,0.045,0.0425,0.045,0.0425,,666666
2007-11-22,,,0.045,,,
2007-11-23,,,0.045,,,
2007-11-26,0.05,0.045,0.045,0.05,,8942
2007-11-27,0.045,0.045,0.045,0.045,,4008
2007-11-28,,,0.045,,,
2007-11-29,,,0.045,,,
2007-11-30,,,0.045,,,
2007-12-03,,,0.045,,,
2007-12-04,0.045,0.045,0.045,0.045,,3582
2007-12-05,,,0.045,,,
2007-12-06,,,0.045,,,
2007-12-07,,,0.045,,,
2007-12-10,,,0.045,,,
2007-12-11,,,0.045,,,
2007-12-12,,,0.045,,,
2007-12-13,,,0.045,,,
2007-12-14,,,0.045,,,
2007-12-17,0.045,0.045,0.045,0.045,,4008
2007-12-18,,,0.045,,,
2007-12-19,,,0.045,,,
2007-12-20,,,0.045,,,
2007-12-21,,,0.045,,,
2007-12-24,,,0.045,,,
2007-12-27,,,0.045,,,
2007-12-28,,,0.045,,,
2007-12-31,0.045,0.045,0.045,0.045,,1991
2008-01-02,,,0.045,,,
2008-01-03,,,0.045,,,
2008-01-04,,,0.045,,,
2008-01-07,,,0.045,,,
2008-01-08,,,0.045,,,
2008-01-09,,,0.045,,,
2008-01-10,,,0.045,,,
2008-01-11,,,0.045,,,
2008-01-14,,,0.045,,,
2008-01-15,,,0.045,,,
2008-01-16,,,0.045,,,
2008-01-17,0.045,0.045,0.045,0.045,,1000
2008-01-18,,,0.045,,,
2008-01-21,,,0.045,,,
2008-01-22,,,0.045,,,
2008-01-23,,,0.045,,,
2008-01-24,0.045,0.045,0.045,0.045,,11726
2008-01-25,,,0.045,,,
2008-01-28,,,0.045,,,
2008-01-29,0.045,0.045,0.045,0.045,,4095
2008-01-30,,,0.045,,,
2008-01-31,,,0.045,,,
2008-02-01,0.045,0.045,0.045,0.045,,1592
2008-02-04,,,0.045,,,
2008-02-05,,,0.045,,,
2008-02-06,,,0.045,,,
2008-02-07,,,0.045,,,
2008-02-08,,,0.045,,,
2008-02-11,0.045,0.045,0.045,0.045,,27112
2008-02-12,,,0.045,,,
2008-02-13,,,0.045,,,
2008-02-14,,,0.045,,,
2008-02-15,,,0.045,,,
2008-02-18,,,0.045,,,
2008-02-19,,,0.045,,,
2008-02-20,,,0.045,,,
2008-02-21,,,0.045,,,
2008-02-22,,,0.045,,,
2008-02-25,,,0.045,,,
2008-02-26,,,0.045,,,
2008-02-27,,,0.045,,,
2008-02-28,0.045,0.045,0.045,0.045,,5000
2008-02-29,,,0.045,,,
2008-03-03,,,0.045,,,
2008-03-04,,,0.045,,,
2008-03-05,,,0.045,,,
2008-03-06,0.045,0.045,0.045,0.045,,8000
2008-03-07,,,0.045,,,
2008-03-10,,,0.045,,,
2008-03-11,,,0.045,,,
2008-03-12,,,0.045,,,
2008-03-13,,,0.045,,,
2008-03-14,,,0.045,,,
2008-03-17,,,0.045,,,
2008-03-18,,,0.045,,,
2008-03-19,,,0.045,,,
2008-03-20,,,0.045,,,
2008-03-25,,,0.045,,,
2008-03-26,,,0.045,,,
2008-03-27,,,0.045,,,
2008-03-28,0.045,0.045,0.045,0.045,,4128
2008-03-31,,,0.045,,,
2008-04-01,,,0.045,,,
2008-04-02,,,0.045,,,
2008-04-03,,,0.045,,,
2008-04-04,,,0.045,,,
2008-04-07,,,0.045,,,
2008-04-08,,,0.045,,,
2008-04-09,,,0.045,,,
2008-04-10,,,0.045,,,
2008-04-11,,,0.045,,,
2008-04-14,,,0.045,,,
2008-04-15,,,0.045,,,
2008-04-16,,,0.045,,,
2008-04-17,,,0.045,,,
2008-04-18,,,0.045,,,
2008-04-21,,,0.045,,,
2008-04-22,,,0.045,,,
2008-04-23,,,0.045,,,
2008-04-24,,,0.045,,,
2008-04-25,,,0.045,,,
2008-04-28,,,0.045,,,
2008-04-29,,,0.045,,,
2008-04-30,,,0.045,,,
2008-05-01,,,0.045,,,
2008-05-02,,,0.045,,,
2008-05-06,,,0.045,,,
2008-05-07,,,0.045,,,
2008-05-08,,,0.045,,,
2008-05-09,,,0.045,,,
2008-05-12,,,0.045,,,
2008-05-13,,,0.045,,,
2008-05-14,,,0.045,,,
2008-05-15,,,0.045,,,
2008-05-16,,,0.045,,,
2008-05-19,,,0.045,,,
2008-05-20,,,0.045,,,
2008-05-21,,,0.045,,,
2008-05-22,,,0.045,,,
2008-05-23,0.045,0.045,0.045,0.045,,40992
2008-05-27,,,0.045,,,
2008-05-28,,,0.045,,,
2008-05-29,,,0.045,,,
2008-05-30,,,0.045,,,
2008-06-02,0.045,0.045,0.045,0.045,,2000
2008-06-03,,,0.045,,,
2008-06-04,,,0.045,,,
2008-06-05,,,0.045,,,
2008-06-06,,,0.05,,,
2008-06-09,,,0.05,,,
2008-06-10,,,0.05,,,
2008-06-11,,,0.05,,,
2008-06-12,,,0.05,,,
2008-06-13,,,0.05,,,
2008-06-16,,,0.05,,,
2008-06-17,0.05,0.05,0.05,0.05,,4976
2008-06-18,,,0.05,,,
2008-06-19,,,0.05,,,
2008-06-20,,,0.05,,,
2008-06-23,,,0.05,,,
2008-06-24,,,0.05,,,
2008-06-25,,,0.05,,,
2008-06-26,0.05,0.05,0.05,0.05,,5000
2008-06-27,,,0.05,,,
2008-06-30,,,0.05,,,
2008-07-01,,,0.05,,,
2008-07-02,,,0.05,,,
2008-07-03,,,0.05,,,
2008-07-04,,,0.05,,,
2008-07-07,,,0.05,,,
2008-07-08,,,0.05,,,
2008-07-09,0.05,0.05,0.05,0.05,,1885
2008-07-10,,,0.05,,,
2008-07-11,,,0.05,,,
2008-07-14,,,0.05,,,
2008-07-15,,,0.05,,,
2008-07-16,,,0.05,,,
2008-07-17,,,0.05,,,
2008-07-18,,,0.05,,,
2008-07-21,,,0.05,,,
2008-07-22,,,0.05,,,
2008-07-23,,,0.05,,,
2008-07-24,,,0.05,,,
2008-07-25,,,0.05,,,
2008-07-28,,,0.05,,,
2008-07-29,,,0.05,,,
2008-07-30,,,0.05,,,
2008-07-31,,,0.05,,,
2008-08-01,,,0.05,,,
2008-08-04,,,0.05,,,
2008-08-05,,,0.05,,,
2008-08-06,,,0.05,,,
2008-08-07,,,0.05,,,
2008-08-08,,,0.05,,,
2008-08-11,,,0.05,,,
2008-08-12,,,0.05,,,
2008-08-13,,,0.05,,,
2008-08-14,0.05,0.05,0.05,0.05,,1001
2008-08-15,,,0.05,,,
2008-08-18,,,0.05,,,
2008-08-19,,,0.05,,,
2008-08-20,,,0.05,,,
2008-08-21,,,0.05,,,
2008-08-22,,,0.05,,,
2008-08-26,,,0.05,,,
2008-08-27,,,0.05,,,
2008-08-28,,,0.05,,,
2008-08-29,,,0.05,,,
2008-09-01,,,0.05,,,
2008-09-02,,,0.05,,,
2008-09-03,0.05,0.05,0.05,0.05,,2826
2008-09-04,,,0.05,,,
2008-09-05,,,0.05,,,
2008-09-08,,,0.05,,,
2008-09-09,,,0.05,,,
2008-09-10,,,0.05,,,
2008-09-11,,,0.05,,,
2008-09-12,0.05,0.0488,0.0488,0.05,,24204
2008-09-15,,,0.0488,,,
2008-09-16,,,0.0488,,,
2008-09-17,,,0.0488,,,
2008-09-18,,,0.0488,,,
2008-09-19,,,0.0488,,,
2008-09-22,,,0.0488,,,
2008-09-23,,,0.0488,,,
2008-09-24,,,0.0488,,,
2008-09-25,0.0488,0.0488,0.0488,0.0488,,1000
2008-09-26,,,0.0488,,,
2008-09-29,,,0.0488,,,
2008-09-30,,,0.0488,,,
2008-10-01,,,0.0488,,,
2008-10-02,,,0.0488,,,
2008-10-03,,,0.0488,,,
2008-10-06,,,0.0488,,,
2008-10-07,,,0.0488,,,
2008-10-08,,,0.0488,,,
2008-10-09,,,0.0488,,,
2008-10-10,,,0.0488,,,
2008-10-13,,,0.0488,,,
2008-10-14,,,0.0488,,,
2008-10-15,,,0.0488,,,
2008-10-16,,,0.0488,,,
2008-10-17,,,0.0488,,,
2008-10-20,,,0.0488,,,
2008-10-21,,,0.0488,,,
2008-10-22,0.0488,0.0488,0.0488,0.0488,,10000
2008-10-23,,,0.045,,,
2008-10-24,,,0.045,,,
2008-10-27,,,0.045,,,
2008-10-28,,,0.045,,,
2008-10-29,,,0.045,,,
2008-10-30,,,0.045,,,
2008-10-31,,,0.045,,,
2008-11-03,,,0.045,,,
2008-11-04,,,0.045,,,
2008-11-05,,,0.045,,,
2008-11-06,,,0.045,,,
2008-11-07,,,0.045,,,
2008-11-10,,,0.045,,,
2008-11-11,,,0.045,,,
2008-11-12,,,0.045,,,
2008-11-13,,,0.045,,,
2008-11-14,,,0.045,,,
2008-11-17,,,0.045,,,
2008-11-18,,,0.045,,,
2008-11-19,,,0.045,,,
2008-11-20,,,0.045,,,
2008-11-21,,,0.045,,,
2008-11-24,,,0.045,,,
2008-11-25,,,0.045,,,
2008-11-26,,,0.045,,,
2008-11-27,,,0.045,,,
2008-11-28,,,0.045,,,
2008-12-01,,,0.045,,,
2008-12-02,,,0.045,,,
2008-12-03,,,0.045,,,
2008-12-04,,,0.045,,,
2008-12-05,,,0.045,,,
2008-12-08,,,0.045,,,
2008-12-09,,,0.045,,,
2008-12-10,,,0.045,,,
2008-12-11,,,0.045,,,
2008-12-12,,,0.045,,,
2008-12-15,,,0.045,,,
2008-12-16,,,0.045,,,
2008-12-17,,,0.045,,,
2008-12-18,,,0.045,,,
2008-12-19,,,0.045,,,
2008-12-22,,,0.045,,,
2008-12-23,,,0.045,,,
2008-12-24,,,0.045,,,
2008-12-29,,,0.045,,,
2008-12-30,,,0.045,,,
2008-12-31,,,0.045,,,
2009-01-02,,,0.045,,,
2009-01-05,,,0.045,,,
2009-01-06,,,0.045,,,
2009-01-07,,,0.045,,,
2009-01-08,,,0.045,,,
2009-01-09,,,0.045,,,
2009-01-12,,,0.045,,,
2009-01-13,,,0.045,,,
2009-01-14,0.045,0.045,0.045,0.045,1,2100
2009-01-15,,,0.045,,,
2009-01-16,,,0.045,,,
2009-01-19,0.045,0.045,0.045,0.045,1,7073
2009-01-20,,,0.045,,,
2009-01-21,,,0.045,,,
2009-01-22,,,0.045,,,
2009-01-23,,,0.045,,,
2009-01-26,,,0.045,,,
2009-01-27,,,0.045,,,
2009-01-28,,,0.045,,,
2009-01-29,,,0.045,,,
2009-01-30,,,0.045,,,
2009-02-02,,,0.045,,,
2009-02-03,,,0.045,,,
2009-02-04,,,0.045,,,
2009-02-05,,,0.045,,,
2009-02-06,,,0.045,,,
2009-02-09,,,0.045,,,
2009-02-10,,,0.045,,,
2009-02-11,,,0.045,,,
2009-02-12,,,0.045,,,
2009-02-13,,,0.045,,,
2009-02-16,0.045,0.045,0.045,0.045,1,5000
2009-02-17,,,0.045,,,
2009-02-18,,,0.045,,,
2009-02-19,,,0.045,,,
2009-02-20,,,0.045,,,
2009-02-23,,,0.045,,,
2009-02-24,,,0.045,,,
2009-02-25,,,0.045,,,
2009-02-26,,,0.045,,,
2009-02-27,,,0.045,,,
2009-03-02,,,0.045,,,
2009-03-03,,,0.045,,,
2009-03-04,,,0.045,,,
2009-03-05,,,0.045,,,
2009-03-06,,,0.045,,,
2009-03-09,,,0.045,,,
2009-03-10,,,0.045,,,
2009-03-11,,,0.045,,,
2009-03-12,0.045,0.045,0.045,0.045,1,3303
2009-03-13,,,0.045,,,
2009-03-16,,,0.045,,,
2009-03-17,,,0.045,,,
2009-03-18,,,0.045,,,
2009-03-19,,,0.045,,,
2009-03-20,0.045,0.045,0.045,0.045,2,6395
2009-03-23,,,0.045,,,
2009-03-24,,,0.045,,,
2009-03-25,,,0.045,,,
2009-03-26,,,0.045,,,
2009-03-27,,,0.045,,,
2009-03-30,,,0.045,,,
2009-03-31,,,0.045,,,
2009-04-01,,,0.045,,,
2009-04-02,,,0.045,,,
2009-04-03,,,0.045,,,
2009-04-06,,,0.045,,,
2009-04-07,,,0.045,,,
2009-04-08,,,0.045,,,
2009-04-09,,,0.045,,,
2009-04-14,,,0.045,,,
2009-04-15,0.045,0.045,0.045,0.045,1,1398
2009-04-16,0.045,0.045,0.045,0.045,1,3000
2009-04-17,,,0.045,,,
2009-04-20,,,0.045,,,
2009-04-21,0.045,0.045,0.045,0.045,1,522
2009-04-22,,,0.045,,,
2009-04-23,,,0.045,,,
2009-04-24,,,0.045,,,
2009-04-27,,,0.045,,,
2009-04-28,,,0.045,,,
2009-04-29,,,0.045,,,
2009-04-30,,,0.045,,,
2009-05-01,,,0.045,,,
2009-05-05,0.045,0.045,0.045,0.045,1,5884
2009-05-06,0.045,0.045,0.045,0.045,1,1543
2009-05-07,,,0.045,,,
2009-05-08,,,0.045,,,
2009-05-11,,,0.045,,,
2009-05-12,0.045,0.045,0.045,0.045,1,500
2009-05-13,,,0.045,,,
2009-05-14,,,0.045,,,
2009-05-15,,,0.045,,,
2009-05-18,,,0.045,,,
2009-05-19,,,0.045,,,
2009-05-20,,,0.045,,,
2009-05-21,,,0.045,,,
2009-05-22,,,0.045,,,
2009-05-26,,,0.045,,,
2009-05-27,,,0.045,,,
2009-05-28,,,0.045,,,
2009-05-29,,,0.045,,,
2009-06-01,,,0.0475,,,
2009-06-02,,,0.0475,,,
2009-06-03,0.0475,0.0475,0.0475,0.0475,1,2500
2009-06-04,,,0.0475,,,
2009-06-05,,,0.0475,,,
2009-06-08,,,0.0475,,,
2009-06-09,,,0.0475,,,
2009-06-10,,,0.0475,,,
2009-06-11,,,0.0475,,,
2009-06-12,,,0.0475,,,
2009-06-15,,,0.0475,,,
2009-06-16,,,0.0475,,,
2009-06-17,,,0.0475,,,
2009-06-18,,,0.0475,,,
2009-06-19,0.0475,0.0475,0.0475,0.0475,1,1600
2009-06-22,,,0.0475,,,
2009-06-23,,,0.0475,,,
2009-06-24,,,0.0475,,,
2009-06-25,,,0.0475,,,
2009-06-26,,,0.0475,,,
2009-06-29,,,0.0475,,,
2009-06-30,,,0.0475,,,
2009-07-01,,,0.0475,,,
2009-07-02,,,0.0475,,,
2009-07-03,,,0.0475,,,
2009-07-06,,,0.0475,,,
2009-07-07,,,0.0475,,,
2009-07-08,,,0.0475,,,
2009-07-09,,,0.0475,,,
2009-07-10,,,0.0475,,,
2009-07-13,,,0.0475,,,
2009-07-14,,,0.0475,,,
2009-07-15,,,0.0475,,,
2009-07-16,,,0.0475,,,
2009-07-17,,,0.0475,,,
2009-07-20,0.0475,0.0475,0.0475,0.0475,1,1654
2009-07-21,0.0475,0.0475,0.0475,0.0475,1,945
2009-07-22,,,0.0475,,,
2009-07-23,,,0.0475,,,
2009-07-24,,,0.0475,,,
2009-07-27,,,0.0475,,,
2009-07-28,,,0.0475,,,
2009-07-29,,,0.0475,,,
2009-07-30,,,0.0475,,,
2009-07-31,,,0.0475,,,
2009-08-03,,,0.0475,,,
2009-08-04,,,0.0475,,,
2009-08-05,,,0.0475,,,
2009-08-06,,,0.0475,,,
2009-08-07,,,0.0475,,,
2009-08-10,,,0.0475,,,
2009-08-11,,,0.0475,,,
2009-08-12,,,0.0475,,,
2009-08-13,,,0.0475,,,
2009-08-14,,,0.0475,,,
2009-08-17,,,0.0475,,,
2009-08-18,,,0.0475,,,
2009-08-19,,,0.0475,,,
2009-08-20,0.0475,0.0475,0.0475,0.0475,1,32771
2009-08-21,,,0.0475,,,
2009-08-24,,,0.0475,,,
2009-08-25,,,0.0475,,,
2009-08-26,,,0.0475,,,
2009-08-27,,,0.0475,,,
2009-08-28,,,0.0475,,,
2009-09-01,,,0.0475,,,
2009-09-02,,,0.0475,,,
2009-09-03,,,0.0475,,,
