Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME
1994-06-17,23.25,23.25,23.25,23.25,0.0,0.0
1994-06-20,22.75,22.75,22.75,22.75,0.0,1.0
1994-06-21,22.5,22.5,22.5,22.5,0.0,1.0
1994-06-22,22.375,22.375,22.375,22.375,0.0,1.0
1994-06-23,23.0,23.0,23.0,23.0,0.0,1.0
1994-06-24,22.75,22.75,22.75,22.75,0.0,1.0
1994-06-27,22.75,22.75,22.75,22.75,0.0,0.0
1994-06-28,23.125,23.125,23.125,23.125,0.0,1.0
1994-06-29,23.25,23.25,23.25,23.25,0.0,1.0
1994-06-30,23.375,23.375,23.375,23.375,0.0,1.0
1994-07-01,23.25,23.25,23.25,23.25,0.0,1.0
1994-07-04,23.5,23.5,23.5,23.5,0.0,1.0
1994-07-05,23.5,23.5,23.5,23.5,0.0,0.0
1994-07-06,23.375,23.375,23.375,23.375,0.0,1.0
1994-07-07,23.5,23.5,23.5,23.5,0.0,1.0
1994-07-08,23.625,23.625,23.625,23.625,0.0,1.0
1994-07-11,23.875,23.875,23.875,23.875,0.0,1.0
1994-07-12,23.5,23.5,23.5,23.5,0.0,1.0
1994-07-13,23.25,23.25,23.25,23.25,0.0,1.0
1994-07-14,23.375,23.375,23.375,23.375,0.0,1.0
1994-07-15,23.5,23.5,23.5,23.5,0.0,1.0
1994-07-18,23.625,23.625,23.625,23.625,0.0,1.0
1994-07-19,23.875,23.875,23.875,23.875,0.0,1.0
1994-07-20,23.75,23.75,23.75,23.75,0.0,1.0
1994-07-21,23.75,23.75,23.75,23.75,0.0,0.0
1994-07-22,23.25,23.25,23.25,23.25,0.0,1.0
1994-07-25,23.25,23.25,23.25,23.25,0.0,0.0
1994-07-26,23.125,23.125,23.125,23.125,0.0,1.0
1994-07-27,23.25,23.25,23.25,23.25,0.0,1.0
1994-07-28,23.25,23.25,23.25,23.25,0.0,0.0
1994-07-29,23.375,23.375,23.375,23.375,0.0,1.0
1994-08-01,23.75,23.75,23.75,23.75,0.0,1.0
1994-08-02,24.125,24.125,24.125,24.125,0.0,1.0
1994-08-03,24.25,24.25,24.25,24.25,0.0,1.0
1994-08-04,24.625,24.625,24.625,24.625,0.0,1.0
1994-08-05,24.25,24.25,24.25,24.25,0.0,1.0
1994-08-08,24.125,24.125,24.125,24.125,0.0,1.0
1994-08-09,24.0,24.0,24.0,24.0,0.0,1.0
1994-08-10,23.625,23.625,23.625,23.625,0.0,1.0
1994-08-11,23.875,23.875,23.875,23.875,0.0,1.0
1994-08-12,23.75,23.75,23.75,23.75,0.0,1.0
1994-08-15,24.0,24.0,24.0,24.0,0.0,1.0
1994-08-16,23.75,23.75,23.75,23.75,0.0,1.0
1994-08-17,24.0,24.0,24.0,24.0,0.0,1.0
1994-08-18,23.625,23.625,23.625,23.625,0.0,1.0
1994-08-19,23.25,23.25,23.25,23.25,0.0,1.0
1994-08-22,23.5,23.5,23.5,23.5,0.0,1.0
1994-08-23,23.375,23.375,23.375,23.375,0.0,1.0
1994-08-24,23.5,23.5,23.5,23.5,0.0,1.0
1994-08-25,23.75,23.75,23.75,23.75,0.0,1.0
1994-08-26,23.25,23.25,23.25,23.25,0.0,1.0
1994-08-29,23.25,23.25,23.25,23.25,0.0,0.0
1994-08-30,23.25,23.25,23.25,23.25,0.0,0.0
1994-08-31,24.375,24.375,24.375,24.375,0.0,1.0
1994-09-01,24.125,24.125,24.125,24.125,0.0,1.0
1994-09-02,23.625,23.625,23.625,23.625,0.0,1.0
1994-09-05,23.625,23.625,23.625,23.625,0.0,0.0
1994-09-06,23.625,23.625,23.625,23.625,0.0,0.0
1994-09-07,23.625,23.625,23.625,23.625,0.0,0.0
1994-09-08,23.25,23.25,23.25,23.25,0.0,1.0
1994-09-09,23.125,23.125,23.125,23.125,0.0,1.0
1994-09-12,22.125,22.125,22.125,22.125,0.0,1.0
1994-09-13,22.25,22.25,22.25,22.25,0.0,1.0
1994-09-14,22.0,22.0,22.0,22.0,0.0,1.0
1994-09-15,22.0,22.0,22.0,22.0,0.0,0.0
1994-09-16,22.25,22.25,22.25,22.25,0.0,1.0
1994-09-19,22.125,22.125,22.125,22.125,0.0,1.0
1994-09-20,22.25,22.25,22.25,22.25,0.0,1.0
1994-09-21,21.75,21.75,21.75,21.75,0.0,1.0
1994-09-22,21.875,21.875,21.875,21.875,0.0,1.0
1994-09-23,21.875,21.875,21.875,21.875,0.0,0.0
1994-09-26,21.625,21.625,21.625,21.625,0.0,1.0
1994-09-27,21.75,21.75,21.75,21.75,0.0,1.0
1994-09-28,22.125,22.125,22.125,22.125,0.0,1.0
1994-09-29,22.25,22.25,22.25,22.25,0.0,1.0
1994-09-30,22.375,22.375,22.375,22.375,0.0,1.0
1994-10-03,22.25,22.25,22.25,22.25,0.0,1.0
1994-10-04,21.25,21.25,21.25,21.25,0.0,1.0
1994-10-05,21.25,21.25,21.25,21.25,0.0,0.0
1994-10-06,21.25,21.25,21.25,21.25,0.0,0.0
1994-10-07,21.5,21.5,21.5,21.5,0.0,1.0
1994-10-10,21.25,21.25,21.25,21.25,0.0,1.0
1994-10-11,21.375,21.375,21.375,21.375,0.0,1.0
1994-10-12,21.75,21.75,21.75,21.75,0.0,1.0
1994-10-13,21.875,21.875,21.875,21.875,0.0,1.0
1994-10-14,22.125,22.125,22.125,22.125,0.0,1.0
1994-10-17,22.125,22.125,22.125,22.125,0.0,0.0
1994-10-18,21.875,21.875,21.875,21.875,0.0,1.0
1994-10-19,21.875,21.875,21.875,21.875,0.0,0.0
1994-10-20,22.0,22.0,22.0,22.0,0.0,1.0
1994-10-21,21.875,21.875,21.875,21.875,0.0,1.0
1994-10-24,21.875,21.875,21.875,21.875,0.0,0.0
1994-10-25,21.875,21.875,21.875,21.875,0.0,0.0
1994-10-26,21.75,21.75,21.75,21.75,0.0,1.0
1994-10-27,21.5,21.5,21.5,21.5,0.0,1.0
1994-10-28,21.625,21.625,21.625,21.625,0.0,1.0
1994-10-31,22.125,22.125,22.125,22.125,0.0,1.0
1994-11-01,22.0,22.0,22.0,22.0,0.0,1.0
1994-11-02,22.125,22.125,22.125,22.125,0.0,1.0
1994-11-03,22.125,22.125,22.125,22.125,0.0,0.0
1994-11-04,22.25,22.25,22.25,22.25,0.0,1.0
1994-11-07,22.0,22.0,22.0,22.0,0.0,1.0
1994-11-08,22.125,22.125,22.125,22.125,0.0,1.0
1994-11-09,22.0,22.0,22.0,22.0,0.0,1.0
1994-11-10,21.75,21.75,21.75,21.75,0.0,1.0
1994-11-11,21.75,21.75,21.75,21.75,0.0,0.0
1994-11-14,21.625,21.625,21.625,21.625,0.0,1.0
1994-11-15,21.75,21.75,21.75,21.75,0.0,1.0
1994-11-16,21.625,21.625,21.625,21.625,0.0,1.0
1994-11-17,21.625,21.625,21.625,21.625,0.0,0.0
1994-11-18,21.75,21.75,21.75,21.75,0.0,1.0
1994-11-21,21.625,21.625,21.625,21.625,0.0,1.0
1994-11-22,21.875,21.875,21.875,21.875,0.0,1.0
1994-11-23,22.25,22.25,22.25,22.25,0.0,1.0
1994-11-24,23.0,23.0,23.0,23.0,0.0,1.0
1994-11-25,23.0,23.0,23.0,23.0,0.0,0.0
1994-11-28,23.375,23.375,23.375,23.375,0.0,1.0
1994-11-29,23.375,23.375,23.375,23.375,0.0,0.0
1994-11-30,23.375,23.375,23.375,23.375,0.0,0.0
1994-12-01,23.375,23.375,23.375,23.375,0.0,0.0
